Index,roll_number,batch_year,branch,student_name,gender,board_of_education,pursuing_year,extracurricular_activities,student_absence_days,cgpa,email
66,se21uce67,2021,Civil,suleman,male,Other,2,Outdoor Games,19,4.53,suleman@gmail.com
66,se17ucm67,2017,Computational Mathematics,tabbusum,female,Other,10,Research Work,30,9.74,tabbusum@gmail.com
66,se21uece67,2021,Electronics and Communication,tarachand,male,CBSE,2,Club Activities,21,7.84,tarachand@gmail.com
67,se18uece68,2018,Electronics and Communication,paramjeet,male,ICSE,10,Social Services,5,7.73,paramjeet@gmail.com
67,se20ucse68,2020,Computer Science,parvez,male,CBSE,3,Research Work,22,9.41,parvez@gmail.com
67,se17uai68,2017,Artificial Intelligence,preyank,female,ICSE,10,Indoor Games,11,4.93,preyank@gmail.com
67,se19ume68,2019,Mechanical,ranjan,male,CBSE,4,Outdoor Games,2,8.99,ranjan@gmail.com
67,se19ueee68,2019,Electrical and Electronics,reeta,female,Other,4,Research Work,5,5.24,reeta@gmail.com
67,se17ucse68,2017,Computer Science,rohila,female,State,10,Indoor Games,9,8.96,rohila@gmail.com
67,se16uce68,2016,Civil,roopam,female,CBSE,10,Research Work,18,8.44,roopam@gmail.com
67,se18ucm68,2018,Computational Mathematics,ruksin,female,Other,10,Research Work,30,5.59,ruksin@gmail.com
67,se19ucm68,2019,Computational Mathematics,saad,male,ICSE,4,Research Work,19,4.25,saad@gmail.com
67,se18ueee68,2018,Electrical and Electronics,sabana,female,ICSE,10,Research Work,25,4.84,sabana@gmail.com
67,se16uece68,2016,Electronics and Communication,sablu,male,CBSE,10,Club Activities,16,7.93,sablu@gmail.com
67,se20ume68,2020,Mechanical,sagar,male,ICSE,3,Social Services,30,6.58,sagar@gmail.com
67,se20uce68,2020,Civil,sahima,female,ICSE,3,Social Services,7,4.67,sahima@gmail.com
67,se16ucse68,2016,Computer Science,sahin,female,ICSE,10,Indoor Games,13,7.35,sahin@gmail.com
67,se18ucse68,2018,Computer Science,sahna,male,State,10,Others,14,6.59,sahna@gmail.com
67,se20uai68,2020,Artificial Intelligence,sahwaj,male,ICSE,3,Research Work,28,5.26,sahwaj@gmail.com
67,se22ume68,2022,Mechanical,salinder,male,State,1,Social Services,17,8.21,salinder@gmail.com
67,se18ume68,2018,Mechanical,samoti,female,ICSE,10,Club Activities,17,9.14,samoti@gmail.com
67,se21ucm68,2021,Computational Mathematics,sangeeta,female,CBSE,2,Club Activities,9,7.51,sangeeta@gmail.com
67,se16ucm68,2016,Computational Mathematics,sania,female,CBSE,10,Social Services,6,4.32,sania@gmail.com
67,se17ume68,2017,Mechanical,sanjeet,male,ICSE,10,Social Services,19,9.7,sanjeet@gmail.com
67,se22ueee68,2022,Electrical and Electronics,sanjogta,female,CBSE,1,Indoor Games,22,5.78,sanjogta@gmail.com
67,se19uai68,2019,Artificial Intelligence,santna,female,State,4,Social Services,18,4.34,santna@gmail.com
67,se21ueee68,2021,Electrical and Electronics,sarfraj,male,ICSE,2,Research Work,25,6.5,sarfraj@gmail.com
67,se16ume68,2016,Mechanical,saru,female,State,10,Social Services,30,6.89,saru@gmail.com
67,se22uece68,2022,Electronics and Communication,satish,male,ICSE,1,Research Work,15,7.92,satish@gmail.com
67,se18uce68,2018,Civil,sazia,female,State,10,Outdoor Games,2,7.58,sazia@gmail.com
67,se21ume68,2021,Mechanical,sehjal,female,ICSE,2,Others,7,6.4,sehjal@gmail.com
67,se16ueee68,2016,Electrical and Electronics,shahwaj,male,ICSE,10,Others,0,4.06,shahwaj@gmail.com
67,se21uai68,2021,Artificial Intelligence,shahzadi,female,Other,2,Outdoor Games,24,6.64,shahzadi@gmail.com
67,se17ueee68,2017,Electrical and Electronics,shakuntla,female,Other,10,Research Work,23,4.09,shakuntla@gmail.com
67,se20ueee68,2020,Electrical and Electronics,shanker,male,State,3,Social Services,9,8.92,shanker@gmail.com
67,se19ucse68,2019,Computer Science,shefali,female,State,4,Club Activities,25,7.74,shefali@gmail.com
67,se17uece68,2017,Electronics and Communication,shirishty,female,State,10,Indoor Games,9,7.06,shirishty@gmail.com
67,se18uai68,2018,Artificial Intelligence,shrimati,female,Other,10,Social Services,11,4.69,shrimati@gmail.com
67,se20uece68,2020,Electronics and Communication,shrishti,female,ICSE,3,Outdoor Games,23,5.34,shrishti@gmail.com
67,se22ucse68,2022,Computer Science,shveta,female,CBSE,1,Social Services,12,6.27,shveta@gmail.com
67,se20ucm68,2020,Computational Mathematics,silpi,female,Other,3,Others,7,7.63,silpi@gmail.com
67,se22ucm68,2022,Computational Mathematics,smh.sugana,female,State,1,Club Activities,16,4.91,smh.sugana@gmail.com
67,se21ucse68,2021,Computer Science,smt.parwati,female,ICSE,2,Indoor Games,2,7.04,smt.parwati@gmail.com
67,se22uai68,2022,Artificial Intelligence,soniya,female,State,1,Indoor Games,6,8.24,soniya@gmail.com
67,se19uce68,2019,Civil,sonyi,female,CBSE,4,Outdoor Games,11,7.67,sonyi@gmail.com
67,se21uce68,2021,Civil,sumanlta,female,CBSE,2,Club Activities,12,5.12,sumanlta@gmail.com
67,se16uai68,2016,Artificial Intelligence,suraiya,female,ICSE,10,Club Activities,9,5.99,suraiya@gmail.com
67,se17ucm68,2017,Computational Mathematics,taslima,female,State,10,Others,10,6.92,taslima@gmail.com
67,se21uece68,2021,Electronics and Communication,umardeen,male,Other,2,Outdoor Games,13,9.14,umardeen@gmail.com
68,se18uece69,2018,Electronics and Communication,parkash,female,CBSE,10,Others,1,9.02,parkash@gmail.com
68,se17uai69,2017,Artificial Intelligence,priju,male,State,10,Social Services,3,7.7,priju@gmail.com
68,se20ucse69,2020,Computer Science,puran,male,Other,3,Others,19,9.28,puran@gmail.com
68,se19ume69,2019,Mechanical,ratiman,male,Other,4,Outdoor Games,30,9.27,ratiman@gmail.com
68,se17ucse69,2017,Computer Science,rohthash,male,Other,10,Social Services,28,7.46,rohthash@gmail.com
68,se19ueee69,2019,Electrical and Electronics,roji,male,Other,4,Outdoor Games,26,8.86,roji@gmail.com
68,se16uce69,2016,Civil,ruksana,female,State,10,Indoor Games,14,7.58,ruksana@gmail.com
68,se18ueee69,2018,Electrical and Electronics,sabiya,female,Other,10,Research Work,22,8.08,sabiya@gmail.com
68,se18ucm69,2018,Computational Mathematics,sachin,male,ICSE,10,Social Services,29,7.65,sachin@gmail.com
68,se19ucm69,2019,Computational Mathematics,sahabudeen,male,State,4,Club Activities,7,5.37,sahabudeen@gmail.com
68,se16uece69,2016,Electronics and Communication,sahishta,female,ICSE,10,Indoor Games,15,5.43,sahishta@gmail.com
68,se20ume69,2020,Mechanical,sahjad,male,Other,3,Indoor Games,3,8.64,sahjad@gmail.com
68,se20uai69,2020,Artificial Intelligence,saida,female,ICSE,3,Social Services,18,5.24,saida@gmail.com
68,se16ucse69,2016,Computer Science,saiyada,female,CBSE,10,Others,0,5.38,saiyada@gmail.com
68,se18ucse69,2018,Computer Science,sajni,female,State,10,Club Activities,3,8.33,sajni@gmail.com
68,se20uce69,2020,Civil,sanjana,female,State,3,Club Activities,20,8.18,sanjana@gmail.com
68,se18ume69,2018,Mechanical,sanjay,male,State,10,Indoor Games,27,9.94,sanjay@gmail.com
68,se21ucm69,2021,Computational Mathematics,sanoshi,female,ICSE,2,Social Services,25,9.72,sanoshi@gmail.com
68,se22ueee69,2022,Electrical and Electronics,sanu,male,State,1,Others,0,5.15,sanu@gmail.com
68,se19uai69,2019,Artificial Intelligence,sashi,female,State,4,Others,10,9.97,sashi@gmail.com
68,se22ume69,2022,Mechanical,satyanarayan,male,CBSE,1,Social Services,29,5.78,satyanarayan@gmail.com
68,se16ucm69,2016,Computational Mathematics,satyawan,male,ICSE,10,Research Work,29,4.14,satyawan@gmail.com
68,se16ume69,2016,Mechanical,saviti,female,Other,10,Others,1,6.7,saviti@gmail.com
68,se17ume69,2017,Mechanical,sayara,female,CBSE,10,Club Activities,29,9.79,sayara@gmail.com
68,se22uece69,2022,Electronics and Communication,shabbi,female,State,1,Club Activities,0,7.96,shabbi@gmail.com
68,se21ueee69,2021,Electrical and Electronics,shadna,female,Other,2,Social Services,8,8.98,shadna@gmail.com
68,se18uce69,2018,Civil,shaheen,female,State,10,Research Work,27,9.87,shaheen@gmail.com
68,se16ueee69,2016,Electrical and Electronics,shahzad,male,ICSE,10,Club Activities,13,4.95,shahzad@gmail.com
68,se17ueee69,2017,Electrical and Electronics,shalesh,female,ICSE,10,Others,27,7.28,shalesh@gmail.com
68,se21uai69,2021,Artificial Intelligence,shampa,female,ICSE,2,Social Services,11,9.22,shampa@gmail.com
68,se21ume69,2021,Mechanical,shanu,male,ICSE,2,Social Services,3,5.49,shanu@gmail.com
68,se19ucse69,2019,Computer Science,shekher,male,Other,4,Outdoor Games,26,8.89,shekher@gmail.com
68,se20ueee69,2020,Electrical and Electronics,shikha,male,State,3,Outdoor Games,14,9.88,shikha@gmail.com
68,se17uece69,2017,Electronics and Communication,shisupal,male,CBSE,10,Outdoor Games,20,5.92,shisupal@gmail.com
68,se18uai69,2018,Artificial Intelligence,shushma,female,ICSE,10,Others,27,9.89,shushma@gmail.com
68,se20uece69,2020,Electronics and Communication,sipra,female,CBSE,3,Research Work,20,5.41,sipra@gmail.com
68,se22ucse69,2022,Computer Science,sishpal,male,Other,1,Indoor Games,18,9.27,sishpal@gmail.com
68,se20ucm69,2020,Computational Mathematics,smariti,female,ICSE,3,Indoor Games,24,8.57,smariti@gmail.com
68,se22ucm69,2022,Computational Mathematics,somender,male,ICSE,1,Others,25,8.28,somender@gmail.com
68,se19uce69,2019,Civil,subhodh,male,Other,4,Club Activities,18,4.12,subhodh@gmail.com
68,se21ucse69,2021,Computer Science,sumemtra,female,ICSE,2,Social Services,25,4.13,sumemtra@gmail.com
68,se21uce69,2021,Civil,sumirta,female,ICSE,2,Research Work,21,4.26,sumirta@gmail.com
68,se22uai69,2022,Artificial Intelligence,sunder,female,CBSE,1,Club Activities,14,8.15,sunder@gmail.com
68,se16uai69,2016,Artificial Intelligence,surajmal,male,ICSE,10,Research Work,29,8.83,surajmal@gmail.com
68,se17ucm69,2017,Computational Mathematics,tinku,male,Other,10,Club Activities,14,5.14,tinku@gmail.com
68,se21uece69,2021,Electronics and Communication,veeru,male,Other,2,Social Services,25,4.26,veeru@gmail.com
69,se18uece70,2018,Electronics and Communication,pavitra,female,ICSE,10,Social Services,14,7.71,pavitra@gmail.com
69,se20ucse70,2020,Computer Science,rafi,male,Other,3,Club Activities,28,5.58,rafi@gmail.com
69,se17uai70,2017,Artificial Intelligence,rajiv,male,CBSE,10,Outdoor Games,9,9.91,rajiv@gmail.com
69,se19ueee70,2019,Electrical and Electronics,rubi,female,State,4,Club Activities,13,5.94,rubi@gmail.com
69,se16uce70,2016,Civil,sabeer,male,Other,10,Social Services,24,8.16,sabeer@gmail.com
69,se18ueee70,2018,Electrical and Electronics,sabna,female,Other,10,Club Activities,5,7.5,sabna@gmail.com
69,se19ume70,2019,Mechanical,sachidanand,male,ICSE,4,Outdoor Games,15,9.03,sachidanand@gmail.com
69,se18ucm70,2018,Computational Mathematics,sadhna,male,ICSE,10,Others,28,6.51,sadhna@gmail.com
69,se17ucse70,2017,Computer Science,sahdab,male,State,10,Outdoor Games,25,7.02,sahdab@gmail.com
69,se20ume70,2020,Mechanical,sahnaz,female,State,3,Social Services,3,7.13,sahnaz@gmail.com
69,se16uece70,2016,Electronics and Communication,saieman,male,CBSE,10,Social Services,15,7.27,saieman@gmail.com
69,se18ucse70,2018,Computer Science,sakeena,female,State,10,Social Services,18,5.49,sakeena@gmail.com
69,se19ucm70,2019,Computational Mathematics,sakina,female,Other,4,Outdoor Games,8,8.14,sakina@gmail.com
69,se20uai70,2020,Artificial Intelligence,sakir,male,State,3,Club Activities,8,8.71,sakir@gmail.com
69,se16ucse70,2016,Computer Science,samsuddin,male,CBSE,10,Outdoor Games,0,6.06,samsuddin@gmail.com
69,se18ume70,2018,Mechanical,sanjna,female,State,10,Club Activities,22,9.72,sanjna@gmail.com
69,se20uce70,2020,Civil,sanju,male,State,3,Research Work,1,5.19,sanju@gmail.com
69,se21ucm70,2021,Computational Mathematics,sartaj,female,State,2,Social Services,21,5.7,sartaj@gmail.com
69,se22ueee70,2022,Electrical and Electronics,satwanti,female,State,1,Social Services,23,6.01,satwanti@gmail.com
69,se19uai70,2019,Artificial Intelligence,savan,male,CBSE,4,Club Activities,30,9.33,savan@gmail.com
69,se22ume70,2022,Mechanical,sawati,female,Other,1,Outdoor Games,15,6.32,sawati@gmail.com
69,se16ume70,2016,Mechanical,sazi,female,State,10,Social Services,3,4.64,sazi@gmail.com
69,se16ucm70,2016,Computational Mathematics,seelam,female,Other,10,Others,25,4.37,seelam@gmail.com
69,se17ume70,2017,Mechanical,shabana,female,State,10,Research Work,6,8.52,shabana@gmail.com
69,se18uce70,2018,Civil,shaila,female,ICSE,10,Club Activities,18,5.04,shaila@gmail.com
69,se17ueee70,2017,Electrical and Electronics,shamshad,male,CBSE,10,Indoor Games,12,4.8,shamshad@gmail.com
69,se22uece70,2022,Electronics and Communication,shanjhan,female,ICSE,1,Indoor Games,8,9.17,shanjhan@gmail.com
69,se16ueee70,2016,Electrical and Electronics,shanu,female,ICSE,10,Outdoor Games,26,8.95,shanu@gmail.com
69,se21uai70,2021,Artificial Intelligence,sharmili,female,ICSE,2,Social Services,15,9.05,sharmili@gmail.com
69,se21ume70,2021,Mechanical,shaulal,male,State,2,Indoor Games,15,9.95,shaulal@gmail.com
69,se19ucse70,2019,Computer Science,shittal,female,Other,4,Indoor Games,29,5.22,shittal@gmail.com
69,se20ueee70,2020,Electrical and Electronics,shivalika,female,CBSE,3,Club Activities,12,5.21,shivalika@gmail.com
69,se17uece70,2017,Electronics and Communication,shivam,male,Other,10,Research Work,14,6.59,shivam@gmail.com
69,se21ueee70,2021,Electrical and Electronics,shivani,male,CBSE,2,Club Activities,0,4.33,shivani@gmail.com
69,se18uai70,2018,Artificial Intelligence,shweta,female,Other,10,Research Work,0,5.82,shweta@gmail.com
69,se20uece70,2020,Electronics and Communication,sitare,male,State,3,Outdoor Games,30,8.56,sitare@gmail.com
69,se22ucse70,2022,Computer Science,sithal,female,Other,1,Outdoor Games,7,4.28,sithal@gmail.com
69,se20ucm70,2020,Computational Mathematics,smt.saroj,female,Other,3,Social Services,19,8.66,smt.saroj@gmail.com
69,se22ucm70,2022,Computational Mathematics,soyab,male,ICSE,1,Club Activities,1,7.5,soyab@gmail.com
69,se22uai70,2022,Artificial Intelligence,sundga,female,Other,1,Research Work,0,6.15,sundga@gmail.com
69,se21uce70,2021,Civil,sunilrawat,male,State,2,Indoor Games,22,9,sunilrawat@gmail.com
69,se16uai70,2016,Artificial Intelligence,surbhi,female,ICSE,10,Research Work,28,6.7,surbhi@gmail.com
69,se19uce70,2019,Civil,surjeet,male,Other,4,Outdoor Games,18,4.04,surjeet@gmail.com
69,se21ucse70,2021,Computer Science,tulsiram,male,Other,2,Social Services,28,5.86,tulsiram@gmail.com
69,se17ucm70,2017,Computational Mathematics,udita,female,ICSE,10,Indoor Games,16,5.34,udita@gmail.com
69,se21uece70,2021,Electronics and Communication,wiliyam,male,ICSE,2,Research Work,9,9.16,wiliyam@gmail.com
70,se18uece71,2018,Electronics and Communication,premawati,female,ICSE,10,Outdoor Games,18,9.08,premawati@gmail.com
70,se20ucse71,2020,Computer Science,rajia,female,Other,3,Social Services,27,6.52,rajia@gmail.com
70,se17uai71,2017,Artificial Intelligence,ravina,female,ICSE,10,Research Work,16,4.34,ravina@gmail.com
70,se19ueee71,2019,Electrical and Electronics,rudmal,male,CBSE,4,Outdoor Games,30,9.66,rudmal@gmail.com
70,se16uce71,2016,Civil,sadiya,female,State,10,Club Activities,8,4.18,sadiya@gmail.com
70,se18ucm71,2018,Computational Mathematics,sahajad,male,ICSE,10,Social Services,21,6.05,sahajad@gmail.com
70,se19ume71,2019,Mechanical,saheen,female,CBSE,4,Club Activities,22,9.27,saheen@gmail.com
70,se18ueee71,2018,Electrical and Electronics,sahira,female,ICSE,10,Club Activities,22,9.85,sahira@gmail.com
70,se17ucse71,2017,Computer Science,sahnaj,male,ICSE,10,Outdoor Games,20,8.49,sahnaj@gmail.com
70,se16uece71,2016,Electronics and Communication,saif,male,CBSE,10,Others,29,6.71,saif@gmail.com
70,se20ume71,2020,Mechanical,sajju,male,State,3,Others,23,6.14,sajju@gmail.com
70,se19ucm71,2019,Computational Mathematics,saleem,male,ICSE,4,Social Services,24,6.17,saleem@gmail.com
70,se18ucse71,2018,Computer Science,sammiuddin,male,CBSE,10,Social Services,7,4.2,sammiuddin@gmail.com
70,se20uai71,2020,Artificial Intelligence,sandeepa,female,ICSE,3,Research Work,18,7.35,sandeepa@gmail.com
70,se16ucse71,2016,Computer Science,sarmila,female,State,10,Others,30,7.89,sarmila@gmail.com
70,se18ume71,2018,Mechanical,saroz,male,CBSE,10,Club Activities,12,7.3,saroz@gmail.com
70,se20uce71,2020,Civil,sarves,male,CBSE,3,Social Services,16,6.92,sarves@gmail.com
70,se22ueee71,2022,Electrical and Electronics,saveta,female,ICSE,1,Research Work,7,5.82,saveta@gmail.com
70,se19uai71,2019,Artificial Intelligence,sazid,male,State,4,Indoor Games,26,7.73,sazid@gmail.com
70,se16ume71,2016,Mechanical,seweta,female,State,10,Social Services,0,9.82,seweta@gmail.com
70,se16ucm71,2016,Computational Mathematics,shahbuddin,male,CBSE,10,Research Work,13,5.6,shahbuddin@gmail.com
70,se21ucm71,2021,Computational Mathematics,shahvaj,male,State,2,Indoor Games,18,4.38,shahvaj@gmail.com
70,se18uce71,2018,Civil,shakib,male,ICSE,10,Others,26,7.85,shakib@gmail.com
70,se17ueee71,2017,Electrical and Electronics,shankuntla,female,CBSE,10,Club Activities,20,7.3,shankuntla@gmail.com
70,se17ume71,2017,Mechanical,shanvaj,male,CBSE,10,Outdoor Games,28,6.35,shanvaj@gmail.com
70,se22ume71,2022,Mechanical,sharib,male,CBSE,1,Others,19,8.27,sharib@gmail.com
70,se22uece71,2022,Electronics and Communication,shashank,male,Other,1,Others,28,6.9,shashank@gmail.com
70,se21ume71,2021,Mechanical,shayam,male,CBSE,2,Research Work,21,8.69,shayam@gmail.com
70,se20ueee71,2020,Electrical and Electronics,shivangi,female,CBSE,3,Social Services,14,6.27,shivangi@gmail.com
70,se17uece71,2017,Electronics and Communication,shkuntala,female,CBSE,10,Others,12,7.57,shkuntala@gmail.com
70,se16ueee71,2016,Electrical and Electronics,shokesh,male,ICSE,10,Research Work,29,8.35,shokesh@gmail.com
70,se18uai71,2018,Artificial Intelligence,sifa,female,CBSE,10,Indoor Games,11,7.68,sifa@gmail.com
70,se19ucse71,2019,Computer Science,sikha,female,Other,4,Indoor Games,6,8.81,sikha@gmail.com
70,se21ueee71,2021,Electrical and Electronics,simmi,female,CBSE,2,Outdoor Games,19,8.75,simmi@gmail.com
70,se21uai71,2021,Artificial Intelligence,sivani,female,State,2,Others,25,4.89,sivani@gmail.com
70,se22ucse71,2022,Computer Science,sntosh,female,Other,1,Social Services,2,7.79,sntosh@gmail.com
70,se20uece71,2020,Electronics and Communication,soni,female,CBSE,3,Indoor Games,29,9.8,soni@gmail.com
70,se20ucm71,2020,Computational Mathematics,sonu,male,ICSE,3,Indoor Games,13,8.24,sonu@gmail.com
70,se22ucm71,2022,Computational Mathematics,subhadra,female,CBSE,1,Social Services,1,9.62,subhadra@gmail.com
70,se21uce71,2021,Civil,sweta,female,ICSE,2,Indoor Games,12,8.66,sweta@gmail.com
70,se19uce71,2019,Civil,tabasum,female,ICSE,4,Others,15,7.89,tabasum@gmail.com
70,se22uai71,2022,Artificial Intelligence,tanjima,female,CBSE,1,Social Services,7,8.34,tanjima@gmail.com
70,se16uai71,2016,Artificial Intelligence,tarnum,female,CBSE,10,Indoor Games,19,9.96,tarnum@gmail.com
70,se21ucse71,2021,Computer Science,twinkal,female,CBSE,2,Research Work,26,5.72,twinkal@gmail.com
70,se17ucm71,2017,Computational Mathematics,uganta,female,Other,10,Outdoor Games,0,9.79,uganta@gmail.com
70,se21uece71,2021,Electronics and Communication,yashdhra,female,State,2,Outdoor Games,7,9.49,yashdhra@gmail.com
71,se18uece72,2018,Electronics and Communication,pritam,male,State,10,Research Work,5,4.27,pritam@gmail.com
71,se20ucse72,2020,Computer Science,ramjanam,male,State,3,Others,22,7.08,ramjanam@gmail.com
71,se17uai72,2017,Artificial Intelligence,rosan,female,ICSE,10,Research Work,19,4.18,rosan@gmail.com
71,se19ueee72,2019,Electrical and Electronics,sabbir,male,CBSE,4,Outdoor Games,16,7.53,sabbir@gmail.com
71,se18ucm72,2018,Computational Mathematics,sahana,female,CBSE,10,Outdoor Games,10,7.7,sahana@gmail.com
71,se19ume72,2019,Mechanical,sahil,male,State,4,Social Services,6,7.32,sahil@gmail.com
71,se17ucse72,2017,Computer Science,sahnawaz,male,Other,10,Social Services,23,8.47,sahnawaz@gmail.com
71,se18ueee72,2018,Electrical and Electronics,salama,female,State,10,Social Services,12,8.3,salama@gmail.com
71,se16uce72,2016,Civil,salmi,female,Other,10,Social Services,28,9.57,salmi@gmail.com
71,se20ume72,2020,Mechanical,samon,male,State,3,Social Services,7,4.3,samon@gmail.com
71,se18ucse72,2018,Computer Science,sandeep,female,ICSE,10,Research Work,14,5.86,sandeep@gmail.com
71,se16uece72,2016,Electronics and Communication,sangeena,female,ICSE,10,Indoor Games,12,8.86,sangeena@gmail.com
71,se20uai72,2020,Artificial Intelligence,sanpat,male,Other,3,Club Activities,5,8.93,sanpat@gmail.com
71,se19ucm72,2019,Computational Mathematics,sarafraj,male,CBSE,4,Social Services,6,6.73,sarafraj@gmail.com
71,se20uce72,2020,Civil,sarvesh,male,ICSE,3,Club Activities,24,9.33,sarvesh@gmail.com
71,se18ume72,2018,Mechanical,sateesh,male,State,10,Indoor Games,16,5.32,sateesh@gmail.com
71,se16ucse72,2016,Computer Science,sethi,male,CBSE,10,Social Services,18,4.91,sethi@gmail.com
71,se19uai72,2019,Artificial Intelligence,shabreen,female,ICSE,4,Social Services,2,5.58,shabreen@gmail.com
71,se16ume72,2016,Mechanical,shadik,male,Other,10,Club Activities,18,9.05,shadik@gmail.com
71,se18uce72,2018,Civil,shakun,female,ICSE,10,Club Activities,18,5.81,shakun@gmail.com
71,se21ucm72,2021,Computational Mathematics,shambhu,male,Other,2,Outdoor Games,10,7.57,shambhu@gmail.com
71,se17ueee72,2017,Electrical and Electronics,sharadhha,female,State,10,Others,9,6.76,sharadhha@gmail.com
71,se16ucm72,2016,Computational Mathematics,sharda,female,State,10,Outdoor Games,17,5.38,sharda@gmail.com
71,se22ueee72,2022,Electrical and Electronics,sharmila,female,ICSE,1,Social Services,16,9.52,sharmila@gmail.com
71,se21ume72,2021,Mechanical,sheetal,female,CBSE,2,Club Activities,23,7.78,sheetal@gmail.com
71,se22ume72,2022,Mechanical,shilpi,female,ICSE,1,Indoor Games,2,7.01,shilpi@gmail.com
71,se17uece72,2017,Electronics and Communication,shokraji,female,State,10,Research Work,25,9.82,shokraji@gmail.com
71,se17ume72,2017,Mechanical,siddharth,male,CBSE,10,Club Activities,8,4.37,siddharth@gmail.com
71,se18uai72,2018,Artificial Intelligence,sila,female,State,10,Club Activities,10,9.23,sila@gmail.com
71,se16ueee72,2016,Electrical and Electronics,silvia,female,ICSE,10,Outdoor Games,23,8.07,silvia@gmail.com
71,se21ueee72,2021,Electrical and Electronics,sinder,male,State,2,Indoor Games,7,8.65,sinder@gmail.com
71,se19ucse72,2019,Computer Science,sispal,male,ICSE,4,Indoor Games,29,7.05,sispal@gmail.com
71,se22uece72,2022,Electronics and Communication,siwani,female,CBSE,1,Social Services,23,4.76,siwani@gmail.com
71,se22ucse72,2022,Computer Science,sohanlal,male,ICSE,1,Indoor Games,22,5.5,sohanlal@gmail.com
71,se20ueee72,2020,Electrical and Electronics,sohel,male,CBSE,3,Research Work,7,8.45,sohel@gmail.com
71,se21uai72,2021,Artificial Intelligence,soyam,male,Other,2,Club Activities,9,5.56,soyam@gmail.com
71,se20uece72,2020,Electronics and Communication,subash,male,Other,3,Research Work,6,6.45,subash@gmail.com
71,se20ucm72,2020,Computational Mathematics,sukmani,female,State,3,Club Activities,9,8.5,sukmani@gmail.com
71,se22ucm72,2022,Computational Mathematics,sushama,female,Other,1,Others,29,9.15,sushama@gmail.com
71,se21uce72,2021,Civil,taj,male,CBSE,2,Club Activities,9,6.13,taj@gmail.com
71,se16uai72,2016,Artificial Intelligence,tarun,male,ICSE,10,Indoor Games,5,7.37,tarun@gmail.com
71,se19uce72,2019,Civil,tauseek,male,Other,4,Others,5,8.24,tauseek@gmail.com
71,se17ucm72,2017,Computational Mathematics,urmila,male,Other,10,Others,5,6.8,urmila@gmail.com
71,se22uai72,2022,Artificial Intelligence,veena,female,State,1,Research Work,28,7.48,veena@gmail.com
71,se21ucse72,2021,Computer Science,vijaypal,male,Other,2,Club Activities,13,4.96,vijaypal@gmail.com
71,se21uece72,2021,Electronics and Communication,yasib,male,State,2,Indoor Games,3,7.04,yasib@gmail.com
72,se18uece73,2018,Electronics and Communication,rabhida,female,Other,10,Indoor Games,23,4.02,rabhida@gmail.com
72,se20ucse73,2020,Computer Science,ramkhilawan,male,Other,3,Social Services,9,9.95,ramkhilawan@gmail.com
72,se17uai73,2017,Artificial Intelligence,sadhana,female,State,10,Social Services,18,5.78,sadhana@gmail.com
72,se18ucm73,2018,Computational Mathematics,saiesta,female,CBSE,10,Social Services,24,7.73,saiesta@gmail.com
72,se17ucse73,2017,Computer Science,saima,female,State,10,Social Services,25,6.95,saima@gmail.com
72,se19ume73,2019,Mechanical,sajida,female,CBSE,4,Club Activities,15,9.96,sajida@gmail.com
72,se19ueee73,2019,Electrical and Electronics,sakil,male,ICSE,4,Indoor Games,16,9.04,sakil@gmail.com
72,se18ueee73,2018,Electrical and Electronics,salman,male,Other,10,Others,2,8.47,salman@gmail.com
72,se18ucse73,2018,Computer Science,saniya,female,State,10,Research Work,16,4.02,saniya@gmail.com
72,se16uece73,2016,Electronics and Communication,santram,male,ICSE,10,Indoor Games,8,6.11,santram@gmail.com
72,se20uai73,2020,Artificial Intelligence,sapna,male,Other,3,Research Work,25,7.5,sapna@gmail.com
72,se20ume73,2020,Mechanical,sarfaraj,male,ICSE,3,Indoor Games,13,7.22,sarfaraj@gmail.com
72,se19ucm73,2019,Computational Mathematics,sarik,male,Other,4,Indoor Games,5,8.53,sarik@gmail.com
72,se20uce73,2020,Civil,sayari,female,CBSE,3,Outdoor Games,25,6.89,sayari@gmail.com
72,se18ume73,2018,Mechanical,sayeri,female,ICSE,10,Indoor Games,2,5.4,sayeri@gmail.com
72,se19uai73,2019,Artificial Intelligence,shafibul,male,Other,4,Indoor Games,23,7.37,shafibul@gmail.com
72,se16ume73,2016,Mechanical,shahnwaj,male,Other,10,Indoor Games,14,5.55,shahnwaj@gmail.com
72,se16uce73,2016,Civil,shakshi,female,State,10,Club Activities,23,4.8,shakshi@gmail.com
72,se21ucm73,2021,Computational Mathematics,shankar,female,State,2,Social Services,14,8.28,shankar@gmail.com
72,se16ucse73,2016,Computer Science,sharmistha,female,CBSE,10,Outdoor Games,30,8.88,sharmistha@gmail.com
72,se21ume73,2021,Mechanical,shenaz,female,State,2,Indoor Games,8,4.39,shenaz@gmail.com
72,se22ueee73,2022,Electrical and Electronics,shi8vprakash,male,CBSE,1,Others,24,9.31,shi8vprakash@gmail.com
72,se18uce73,2018,Civil,shibu,male,State,10,Research Work,23,7,shibu@gmail.com
72,se22ume73,2022,Mechanical,shine,female,CBSE,1,Social Services,15,6.6,shine@gmail.com
72,se17ueee73,2017,Electrical and Electronics,shiwani,female,Other,10,Indoor Games,16,5.19,shiwani@gmail.com
